strain_id,strain_name,strain_description,parents,background,mat,genotype,allele_id,gene_id,freezer,shelf,rack,pullout,insert,row,column,owner,date,publications,tags,strain_notes,warnings,filemaker
rec5498,mrl1,a-haploid KanMX disruption of MRL1 (S000006283) in BY background,NA,BY4741,a,NA,S000006283-KanMX,S000006283,,,,,,,,,,,,NA,,
rec5501,ypr084w,a-haploid KanMX disruption of YPR084W (S000006288) in BY background,NA,BY4741,a,NA,S000006288-KanMX,S000006288,,,,,,,,,,,,NA,,
rec5504,vps69,a-haploid KanMX disruption of VPS69 (S000006291) in BY background,NA,BY4741,a,NA,S000006291-KanMX,S000006291,,,,,,,,,,,,NA,,
rec5506,ypr089w,a-haploid KanMX disruption of YPR089W (S000006293) in BY background,NA,BY4741,a,NA,S000006293-KanMX,S000006293,,,,,,,,,,,,NA,,
rec5507,ypr089w,a-haploid KanMX disruption of YPR089W (S000006293) in BY background,NA,BY4741,a,NA,S000006293-KanMX,S000006293,,,,,,,,,,,,NA,,
rec5509,ypr092w,a-haploid KanMX disruption of YPR092W (S000006296) in BY background,NA,BY4741,a,NA,S000006296-KanMX,S000006296,,,,,,,,,,,,NA,,
rec5510,asr1,a-haploid KanMX disruption of ASR1 (S000006297) in BY background,NA,BY4741,a,NA,S000006297-KanMX,S000006297,,,,,,,,,,,,NA,,
rec5512,syt1,a-haploid KanMX disruption of SYT1 (S000006299) in BY background,NA,BY4741,a,NA,S000006299-KanMX,S000006299,,,,,,,,,,,,NA,,
rec5513,ypr096c,a-haploid KanMX disruption of YPR096C (S000006300) in BY background,NA,BY4741,a,NA,S000006300-KanMX,S000006300,,,,,,,,,,,,NA,,
rec5514,ypr097w,a-haploid KanMX disruption of YPR097W (S000006301) in BY background,NA,BY4741,a,NA,S000006301-KanMX,S000006301,,,,,,,,,,,,NA,,
rec5515,ypr098c,a-haploid KanMX disruption of YPR098C (S000006302) in BY background,NA,BY4741,a,NA,S000006302-KanMX,S000006302,,,,,,,,,,,,NA,,
rec5516,ypr099c,a-haploid KanMX disruption of YPR099C (S000006303) in BY background,NA,BY4741,a,NA,S000006303-KanMX,S000006303,,,,,,,,,,,,"slow growth, petite",,
rec5517,mrpl51,a-haploid KanMX disruption of MRPL51 (S000006304) in BY background,NA,BY4741,a,NA,S000006304-KanMX,S000006304,,,,,,,,,,,,"slow growth, petite",,
rec5518,snt309,a-haploid KanMX disruption of SNT309 (S000006305) in BY background,NA,BY4741,a,NA,S000006305-KanMX,S000006305,,,,,,,,,,,,NA,,
rec5522,isr1,a-haploid KanMX disruption of ISR1 (S000006310) in BY background,NA,BY4741,a,NA,S000006310-KanMX,S000006310,,,,,,,,,,,,NA,,
rec5525,ypr109w,a-haploid KanMX disruption of YPR109W (S000006313) in BY background,NA,BY4741,a,NA,S000006313-KanMX,S000006313,,,,,,,,,,,,NA,,
rec5527,dbf20,a-haploid KanMX disruption of DBF20 (S000006315) in BY background,NA,BY4741,a,NA,S000006315-KanMX,S000006315,,,,,,,,,,,,NA,,
rec5530,ypr114w,a-haploid KanMX disruption of YPR114W (S000006318) in BY background,NA,BY4741,a,NA,S000006318-KanMX,S000006318,,,,,,,,,,,,"grows on -met, grows on -lys",,
rec5531,rgc1,a-haploid KanMX disruption of RGC1 (S000006319) in BY background,NA,BY4741,a,NA,S000006319-KanMX,S000006319,,,,,,,,,,,,NA,,
rec5532,rrg8,a-haploid KanMX disruption of RRG8 (S000006320) in BY background,NA,BY4741,a,NA,S000006320-KanMX,S000006320,,,,,,,,,,,,"slow growth, petite",,
rec5533,ypr117w,a-haploid KanMX disruption of YPR117W (S000006321) in BY background,NA,BY4741,a,NA,S000006321-KanMX,S000006321,,,,,,,,,,,,NA,,
rec5534,clb2,a-haploid KanMX disruption of CLB2 (S000006323) in BY background,NA,BY4741,a,NA,S000006323-KanMX,S000006323,,,,,,,,,,,,NA,,
rec5535,clb5,a-haploid KanMX disruption of CLB5 (S000006324) in BY background,NA,BY4741,a,NA,S000006324-KanMX,S000006324,-80C #2,8,4,3,4,6,5,Alice Serafin,2018-06-14,,,PCR successful with KanMX-int5'-R (511) + PF (598) and KanMX-int3'-F (512) + PR (599),,TRUE
rec5536,thi22,a-haploid KanMX disruption of THI22 (S000006325) in BY background,NA,BY4741,a,NA,S000006325-KanMX,S000006325,,,,,,,,,,,,NA,,
rec5537,axl1,a-haploid KanMX disruption of AXL1 (S000006326) in BY background,NA,BY4741,a,NA,S000006326-KanMX,S000006326,,,,,,,,,,,,NA,,
rec5538,ypr123c,a-haploid KanMX disruption of YPR123C (S000006327) in BY background,NA,BY4741,a,NA,S000006327-KanMX,S000006327,,,,,,,,,,,,petite,,
rec5539,ctr1,a-haploid KanMX disruption of CTR1 (S000006328) in BY background,NA,BY4741,a,NA,S000006328-KanMX,S000006328,,,,,,,,,,,,"slow growth, petite",,
rec5540,ylh47,a-haploid KanMX disruption of YLH47 (S000006329) in BY background,NA,BY4741,a,NA,S000006329-KanMX,S000006329,,,,,,,,,,,,NA,,
rec5541,ypr126c,a-haploid KanMX disruption of YPR126C (S000006330) in BY background,NA,BY4741,a,NA,S000006330-KanMX,S000006330,,,,,,,,,,,,NA,,
rec5542,ypr127w,a-haploid KanMX disruption of YPR127W (S000006331) in BY background,NA,BY4741,a,NA,S000006331-KanMX,S000006331,,,,,,,,,,,,NA,,
rec5543,ant1,a-haploid KanMX disruption of ANT1 (S000006332) in BY background,NA,BY4741,a,NA,S000006332-KanMX,S000006332,,,,,,,,,,,,NA,,
rec5544,scd6,a-haploid KanMX disruption of SCD6 (S000006333) in BY background,NA,BY4741,a,NA,S000006333-KanMX,S000006333,,,,,,,,,,,,NA,,
rec5545,ypr130c,a-haploid KanMX disruption of YPR130C (S000006334) in BY background,NA,BY4741,a,NA,S000006334-KanMX,S000006334,,,,,,,,,,,,NA,,
rec5546,nat3,a-haploid KanMX disruption of NAT3 (S000006335) in BY background,NA,BY4741,a,NA,S000006335-KanMX,S000006335,,,,,,,,,,,,slow grow,,
rec5547,rps23b,a-haploid KanMX disruption of RPS23B (S000006336) in BY background,NA,BY4741,a,NA,S000006336-KanMX,S000006336,,,,,,,,,,,,NA,,
rec5549,mss18,a-haploid KanMX disruption of MSS18 (S000006338) in BY background,NA,BY4741,a,NA,S000006338-KanMX,S000006338,,,,,,,,,,,,slow growth,,
rec5550,ctf4,a-haploid KanMX disruption of CTF4 (S000006339) in BY background,NA,BY4741,a,NA,S000006339-KanMX,S000006339,,,,,,,,,,,,NA,,
rec5553,mep3,a-haploid KanMX disruption of MEP3 (S000006342) in BY background,NA,BY4741,a,NA,S000006342-KanMX,S000006342,,,,,,,,,,,,NA,,
rec5554,loa1,a-haploid KanMX disruption of LOA1 (S000006343) in BY background,NA,BY4741,a,NA,S000006343-KanMX,S000006343,,,,,,,,,,,,NA,,
rec5555,taz1,a-haploid KanMX disruption of TAZ1 (S000006344) in BY background,NA,BY4741,a,NA,S000006344-KanMX,S000006344,,,,,,,,,,,,NA,,
rec5556,kar3,a-haploid KanMX disruption of KAR3 (S000006345) in BY background,NA,BY4741,a,NA,S000006345-KanMX,S000006345,,,,,,,,,,,,NA,,
rec5560,asn1,a-haploid KanMX disruption of ASN1 (S000006349) in BY background,NA,BY4741,a,NA,S000006349-KanMX,S000006349,,,,,,,,,,,,NA,,
rec5561,ypr146c,a-haploid KanMX disruption of YPR146C (S000006350) in BY background,NA,BY4741,a,NA,S000006350-KanMX,S000006350,,,,,,,,,,,,NA,,
rec5562,ypr147c,a-haploid KanMX disruption of YPR147C (S000006351) in BY background,NA,BY4741,a,NA,S000006351-KanMX,S000006351,,,,,,,,,,,,NA,,
rec5563,ypr148c,a-haploid KanMX disruption of YPR148C (S000006352) in BY background,NA,BY4741,a,NA,S000006352-KanMX,S000006352,,,,,,,,,,,,NA,,
rec5564,nce102,a-haploid KanMX disruption of NCE102 (S000006353) in BY background,NA,BY4741,a,NA,S000006353-KanMX,S000006353,,,,,,,,,,,,NA,,
rec5565,ypr150w,a-haploid KanMX disruption of YPR150W (S000006354) in BY background,NA,BY4741,a,NA,S000006354-KanMX,S000006354,,,,,,,,,,,,NA,,
rec5567,urn1,a-haploid KanMX disruption of URN1 (S000006356) in BY background,NA,BY4741,a,NA,S000006356-KanMX,S000006356,,,,,,,,,,,,NA,,
rec5568,ypr153w,a-haploid KanMX disruption of YPR153W (S000006357) in BY background,NA,BY4741,a,NA,S000006357-KanMX,S000006357,,,,,,,,,,,,bi-mater,,
rec5569,pin3,a-haploid KanMX disruption of PIN3 (S000006358) in BY background,NA,BY4741,a,NA,S000006358-KanMX,S000006358,,,,,,,,,,,,NA,,
rec5570,nca2,a-haploid KanMX disruption of NCA2 (S000006359) in BY background,NA,BY4741,a,NA,S000006359-KanMX,S000006359,,,,,,,,,,,,NA,,
rec5571,tpo3,a-haploid KanMX disruption of TPO3 (S000006360) in BY background,NA,BY4741,a,NA,S000006360-KanMX,S000006360,,,,,,,,,,,,NA,,
rec5572,tda6,a-haploid KanMX disruption of TDA6 (S000006361) in BY background,NA,BY4741,a,NA,S000006361-KanMX,S000006361,,,,,,,,,,,,NA,,
rec5573,cur1,a-haploid KanMX disruption of CUR1 (S000006362) in BY background,NA,BY4741,a,NA,S000006362-KanMX,S000006362,,,,,,,,,,,,NA,,
rec5574,kre6,a-haploid KanMX disruption of KRE6 (S000006363) in BY background,NA,BY4741,a,NA,S000006363-KanMX,S000006363,,,,,,,,,,,,NA,,
rec5575,gph1,a-haploid KanMX disruption of GPH1 (S000006364) in BY background,NA,BY4741,a,NA,S000006364-KanMX,S000006364,,,,,,,,,,,,slow growth,,
rec5578,tif3,a-haploid KanMX disruption of TIF3 (S000006367) in BY background,NA,BY4741,a,NA,S000006367-KanMX,S000006367,,,,,,,,,,,,NA,,
rec5579,mms1,a-haploid KanMX disruption of MMS1 (S000006368) in BY background,NA,BY4741,a,NA,S000006368-KanMX,S000006368,,,,,,,,,,,,NA,,
rec5581,mrp2,a-haploid KanMX disruption of MRP2 (S000006370) in BY background,NA,BY4741,a,NA,S000006370-KanMX,S000006370,,,,,,,,,,,,"slow growth, petite",,
rec5582,met16,a-haploid KanMX disruption of MET16 (S000006371) in BY background,NA,BY4741,a,NA,S000006371-KanMX,S000006371,,,,,,,,,,,,NA,,
rec5585,ypr170c,a-haploid KanMX disruption of YPR170C (S000006374) in BY background,NA,BY4741,a,NA,S000006374-KanMX,S000006374,,,,,,,,,,,,NA,,
rec5586,bsp1,a-haploid KanMX disruption of BSP1 (S000006375) in BY background,NA,BY4741,a,NA,S000006375-KanMX,S000006375,,,,,,,,,,,,NA,,
rec5587,ypr172w,a-haploid KanMX disruption of YPR172W (S000006376) in BY background,NA,BY4741,a,NA,S000006376-KanMX,S000006376,,,,,,,,,,,,NA,,
rec5588,vps4,a-haploid KanMX disruption of VPS4 (S000006377) in BY background,NA,BY4741,a,NA,S000006377-KanMX,S000006377,,,,,,,,,,,,NA,,
rec5589,ypr174c,a-haploid KanMX disruption of YPR174C (S000006378) in BY background,NA,BY4741,a,NA,S000006378-KanMX,S000006378,,,,,,,,,,,,NA,,
rec5594,hda3,a-haploid KanMX disruption of HDA3 (S000006383) in BY background,NA,BY4741,a,NA,S000006383-KanMX,S000006383,,,,,,,,,,,,NA,,
rec5599,gdb1,a-haploid KanMX disruption of GDB1 (S000006388) in BY background,NA,BY4741,a,NA,S000006388-KanMX,S000006388,,,,,,,,,,,,NA,,
rec5600,atg13,a-haploid KanMX disruption of ATG13 (S000006389) in BY background,NA,BY4741,a,NA,S000006389-KanMX,S000006389,,,,,,,,,,,,NA,,
rec5603,mlc2,a-haploid KanMX disruption of MLC2 (S000006392) in BY background,NA,BY4741,a,NA,S000006392-KanMX,S000006392,,,,,,,,,,,,NA,,
rec5604,ski3,a-haploid KanMX disruption of SKI3 (S000006393) in BY background,NA,BY4741,a,NA,S000006393-KanMX,S000006393,,,,,,,,,,,,NA,,
rec5606,qcr2,a-haploid KanMX disruption of QCR2 (S000006395) in BY background,NA,BY4741,a,NA,S000006395-KanMX,S000006395,,,,,,,,,,,,"slow growth, petite",,
rec5607,aqy1,a-haploid KanMX disruption of AQY1 (S000006396) in BY background,NA,BY4741,a,NA,S000006396-KanMX,S000006396,,,,,,,,,,,,NA,,
rec5608,hpa2,a-haploid KanMX disruption of HPA2 (S000006397) in BY background,NA,BY4741,a,NA,S000006397-KanMX,S000006397,,,,,,,,,,,,NA,,
rec5609,opt2,a-haploid KanMX disruption of OPT2 (S000006398) in BY background,NA,BY4741,a,NA,S000006398-KanMX,S000006398,,,,,,,,,,,,NA,,
rec5610,ypr195c,a-haploid KanMX disruption of YPR195C (S000006399) in BY background,NA,BY4741,a,NA,S000006399-KanMX,S000006399,,,,,,,,,,,,NA,,
rec5611,ypr196w,a-haploid KanMX disruption of YPR196W (S000006400) in BY background,NA,BY4741,a,NA,S000006400-KanMX,S000006400,,,,,,,,,,,,NA,,
rec5612,ypr197c,a-haploid KanMX disruption of YPR197C (S000006401) in BY background,NA,BY4741,a,NA,S000006401-KanMX,S000006401,,,,,,,,,,,,NA,,
rec5613,sge1,a-haploid KanMX disruption of SGE1 (S000006402) in BY background,NA,BY4741,a,NA,S000006402-KanMX,S000006402,,,,,,,,,,,,NA,,
rec5614,arr1,a-haploid KanMX disruption of ARR1 (S000006403) in BY background,NA,BY4741,a,NA,S000006403-KanMX,S000006403,,,,,,,,,,,,NA,,
rec5615,arr2,a-haploid KanMX disruption of ARR2 (S000006404) in BY background,NA,BY4741,a,NA,S000006404-KanMX,S000006404,,,,,,,,,,,,NA,,
rec5616,arr3,a-haploid KanMX disruption of ARR3 (S000006405) in BY background,NA,BY4741,a,NA,S000006405-KanMX,S000006405,,,,,,,,,,,,NA,,
rec5622,blm10,a-haploid KanMX disruption of BLM10 (S000001887) in BY background,NA,BY4741,a,NA,S000001887-KanMX,S000001887,,,,,,,,,,,,NA,,
rec5627,hxt10,a-haploid KanMX disruption of HXT10 (S000001883) in BY background,NA,BY4741,a,NA,S000001883-KanMX,S000001883,,,,,,,,,,,,NA,,
rec5633,yfl015c,a-haploid KanMX disruption of YFL015C (S000001879) in BY background,NA,BY4741,a,NA,S000001879-KanMX,S000001879,,,,,,,,,,,,NA,,
rec5636,lpd1,a-haploid KanMX disruption of LPD1 (S000001876) in BY background,NA,BY4741,a,NA,S000001876-KanMX,S000001876,,,,,,,,,,,,slow growth,,
rec5639,pau5,a-haploid KanMX disruption of PAU5 (S000001874) in BY background,NA,BY4741,a,NA,S000001874-KanMX,S000001874,,,,,,,,,,,,NA,,
rec5640,gat1,a-haploid KanMX disruption of GAT1 (S000001873) in BY background,NA,BY4741,a,NA,S000001873-KanMX,S000001873,,,,,,,,,,,,NA,,
rec5642,bud27,a-haploid KanMX disruption of BUD27 (S000001871) in BY background,NA,BY4741,a,NA,S000001871-KanMX,S000001871,,,,,,,,,,,,NA,,
rec5644,bst1,a-haploid KanMX disruption of BST1 (S000001869) in BY background,NA,BY4741,a,NA,S000001869-KanMX,S000001869,,,,,,,,,,,,"grows well on -met, no growth on -lys, no growth on drop-in media, mates like alpha",,
rec5645,ste2,a-haploid KanMX disruption of STE2 (S000001868) in BY background,NA,BY4741,a,NA,S000001868-KanMX,S000001868,,,,,,,,,,,,NA,,
rec5646,gyp8,a-haploid KanMX disruption of GYP8 (S000001867) in BY background,NA,BY4741,a,NA,S000001867-KanMX,S000001867,,,,,,,,,,,,NA,,
rec5647,caf16,a-haploid KanMX disruption of CAF16 (S000001866) in BY background,NA,BY4741,a,NA,S000001866-KanMX,S000001866,,,,,,,,,,,,NA,,
rec5649,agx1,a-haploid KanMX disruption of AGX1 (S000001864) in BY background,NA,BY4741,a,NA,S000001864-KanMX,S000001864,,,,,,,,,,,,NA,,
rec5650,hac1,a-haploid KanMX disruption of HAC1 (S000001863) in BY background,NA,BY4741,a,NA,S000001863-KanMX,S000001863,,,,,,,,,,,,NA,,
rec5651,yfl032w,a-haploid KanMX disruption of YFL032W (S000001862) in BY background,NA,BY4741,a,NA,S000001862-KanMX,S000001862,,,,,,,,,,,,NA,,
rec5653,yfl034w,a-haploid KanMX disruption of YFL034W (S000001860) in BY background,NA,BY4741,a,NA,S000001860-KanMX,S000001860,,,,,,,,,,,,NA,,
rec5656,rpl22b,a-haploid KanMX disruption of RPL22B (S000006436) in BY background,NA,BY4741,a,NA,S000006436-KanMX,S000006436,,,,,,,,,,,,NA,,
rec5657,rpo41,a-haploid KanMX disruption of RPO41 (S000001858) in BY background,NA,BY4741,a,NA,S000001858-KanMX,S000001858,,,,,,,,,,,,"slow growth, petite",,
rec5661,yfl040w,a-haploid KanMX disruption of YFL040W (S000001854) in BY background,NA,BY4741,a,NA,S000001854-KanMX,S000001854,,,,,,,,,,,,NA,,
rec5662,fet5,a-haploid KanMX disruption of FET5 (S000001853) in BY background,NA,BY4741,a,NA,S000001853-KanMX,S000001853,,,,,,,,,,,,NA,,
rec5664,yfl042c,a-haploid KanMX disruption of YFL042C (S000001852) in BY background,NA,BY4741,a,NA,S000001852-KanMX,S000001852,,,,,,,,,,,,NA,,
rec5665,otu1,a-haploid KanMX disruption of OTU1 (S000001850) in BY background,NA,BY4741,a,NA,S000001850-KanMX,S000001850,,,,,,,,,,,,NA,,
rec5667,fmp32,a-haploid KanMX disruption of FMP32 (S000001848) in BY background,NA,BY4741,a,NA,S000001848-KanMX,S000001848,,,,,,,,,,,,NA,,
rec5668,rgd2,a-haploid KanMX disruption of RGD2 (S000001847) in BY background,NA,BY4741,a,NA,S000001847-KanMX,S000001847,,,,,,,,,,,,NA,,
rec5669,emp47,a-haploid KanMX disruption of EMP47 (S000001846) in BY background,NA,BY4741,a,NA,S000001846-KanMX,S000001846,,,,,,,,,,,,NA,,
rec5670,swp82,a-haploid KanMX disruption of SWP82 (S000001845) in BY background,NA,BY4741,a,NA,S000001845-KanMX,S000001845,,,,,,,,,,,,NA,,
rec5671,alr2,a-haploid KanMX disruption of ALR2 (S000001844) in BY background,NA,BY4741,a,NA,S000001844-KanMX,S000001844,,,,,,,,,,,,NA,,
rec5672,yfl051c,a-haploid KanMX disruption of YFL051C (S000001843) in BY background,NA,BY4741,a,NA,S000001843-KanMX,S000001843,,,,,,,,,,,,NA,,
rec5673,yfl052w,a-haploid KanMX disruption of YFL052W (S000001842) in BY background,NA,BY4741,a,NA,S000001842-KanMX,S000001842,,,,,,,,,,,,NA,,
rec5674,dak2,a-haploid KanMX disruption of DAK2 (S000001841) in BY background,NA,BY4741,a,NA,S000001841-KanMX,S000001841,,,,,,,,,,,,NA,,
rec5675,yfl054c,a-haploid KanMX disruption of YFL054C (S000001840) in BY background,NA,BY4741,a,NA,S000001840-KanMX,S000001840,,,,,,,,,,,,NA,,
rec5676,agp3,a-haploid KanMX disruption of AGP3 (S000001839) in BY background,NA,BY4741,a,NA,S000001839-KanMX,S000001839,,,,,,,,,,,,NA,,
rec5677,aad6,a-haploid KanMX disruption of AAD6 (S000001838) in BY background,NA,BY4741,a,NA,S000001838-KanMX,S000001838,,,,,,,,,,,,NA,,
rec5680,loc1,a-haploid KanMX disruption of LOC1 (S000001897) in BY background,NA,BY4741,a,NA,S000001897-KanMX,S000001897,,,,,,,,,,,,NA,,
rec5685,yfr006w,a-haploid KanMX disruption of YFR006W (S000001902) in BY background,NA,BY4741,a,NA,S000001902-KanMX,S000001902,,,,,,,,,,,,NA,,
rec5686,yfh7,a-haploid KanMX disruption of YFH7 (S000001903) in BY background,NA,BY4741,a,NA,S000001903-KanMX,S000001903,,,,,,,,,,,,NA,,
rec5687,far7,a-haploid KanMX disruption of FAR7 (S000001904) in BY background,NA,BY4741,a,NA,S000001904-KanMX,S000001904,,,,,,,,,,,,NA,,
rec5688,gcn20,a-haploid KanMX disruption of GCN20 (S000001905) in BY background,NA,BY4741,a,NA,S000001905-KanMX,S000001905,,,,,,,,,,,,NA,,
rec5689,ubp6,a-haploid KanMX disruption of UBP6 (S000001906) in BY background,NA,BY4741,a,NA,S000001906-KanMX,S000001906,,,,,,,,,,,,NA,,
rec5691,dcv1,a-haploid KanMX disruption of DCV1 (S000001908) in BY background,NA,BY4741,a,NA,S000001908-KanMX,S000001908,,,,,,,,,,,,NA,,
rec5693,cmk1,a-haploid KanMX disruption of CMK1 (S000001910) in BY background,NA,BY4741,a,NA,S000001910-KanMX,S000001910,,,,,,,,,,,,NA,,
rec5694,gsy1,a-haploid KanMX disruption of GSY1 (S000001911) in BY background,NA,BY4741,a,NA,S000001911-KanMX,S000001911,,,,,,,,,,,,NA,,
rec5695,yfr016c,a-haploid KanMX disruption of YFR016C (S000001912) in BY background,NA,BY4741,a,NA,S000001912-KanMX,S000001912,,,,,,,,,,,,NA,,
rec5696,igd1,a-haploid KanMX disruption of IGD1 (S000001913) in BY background,NA,BY4741,a,NA,S000001913-KanMX,S000001913,,,,,,,,,,,,NA,,
rec5697,yfr018c,a-haploid KanMX disruption of YFR018C (S000001914) in BY background,NA,BY4741,a,NA,S000001914-KanMX,S000001914,,,,,,,,,,,,NA,,
rec5699,yfr020w,a-haploid KanMX disruption of YFR020W (S000001916) in BY background,NA,BY4741,a,NA,S000001916-KanMX,S000001916,,,,,,,,,,,,NA,,
rec5700,atg18,a-haploid KanMX disruption of ATG18 (S000001917) in BY background,NA,BY4741,a,NA,S000001917-KanMX,S000001917,,,,,,,,,,,,NA,,
rec5701,rog3,a-haploid KanMX disruption of ROG3 (S000001918) in BY background,NA,BY4741,a,NA,S000001918-KanMX,S000001918,,,,,,,,,,,,NA,,
rec5702,pes4,a-haploid KanMX disruption of PES4 (S000001919) in BY background,NA,BY4741,a,NA,S000001919-KanMX,S000001919,,,,,,,,,,,,NA,,
rec5704,lsb3,a-haploid KanMX disruption of LSB3 (S000002968) in BY background,NA,BY4741,a,NA,S000002968-KanMX,S000002968,,,,,,,,,,,,NA,,
rec5706,uli1,a-haploid KanMX disruption of ULI1 (S000001922) in BY background,NA,BY4741,a,NA,S000001922-KanMX,S000001922,,,,,,,,,,,,NA,,
rec5712,rpl2a,a-haploid KanMX disruption of RPL2A (S000002104) in BY background,NA,BY4741,a,NA,S000002104-KanMX,S000002104,,,,,,,,,,,,NA,,
rec5714,tda8,a-haploid KanMX disruption of TDA8 (S000002140) in BY background,NA,BY4741,a,NA,S000002140-KanMX,S000002140,,,,,,,,,,,,NA,,
rec5716,scs22,a-haploid KanMX disruption of SCS22 (S000007228) in BY background,NA,BY4741,a,NA,S000007228-KanMX,S000007228,,,,,,,,,,,,NA,,
rec5717,sdh8,a-haploid KanMX disruption of SDH8 (S000000473) in BY background,NA,BY4741,a,NA,S000000473-KanMX,S000000473,,,,,,,,,,,,NA,,
rec5719,efm2,a-haploid KanMX disruption of EFM2 (S000000475) in BY background,NA,BY4741,a,NA,S000000475-KanMX,S000000475,,,,,,,,,,,,NA,,
rec5721,ubx7,a-haploid KanMX disruption of UBX7 (S000000477) in BY background,NA,BY4741,a,NA,S000000477-KanMX,S000000477,,,,,,,,,,,,NA,,
rec5722,chk1,a-haploid KanMX disruption of CHK1 (S000000478) in BY background,NA,BY4741,a,NA,S000000478-KanMX,S000000478,,,,,,,,,,,,NA,,
rec5725,ybr277c,a-haploid KanMX disruption of YBR277C (S000000481) in BY background,NA,BY4741,a,NA,S000000481-KanMX,S000000481,,,,,,,,,,,,NA,,
rec5726,dpb3,a-haploid KanMX disruption of DPB3 (S000000482) in BY background,NA,BY4741,a,NA,S000000482-KanMX,S000000482,,,,,,,,,,,,NA,,
rec5727,paf1,a-haploid KanMX disruption of PAF1 (S000000483) in BY background,NA,BY4741,a,NA,S000000483-KanMX,S000000483,,,,,,,,,,,,"grows on -met, grows on -lys, papillation on mat a & mat alpha",,
rec5729,dug2,a-haploid KanMX disruption of DUG2 (S000000485) in BY background,NA,BY4741,a,NA,S000000485-KanMX,S000000485,,,,,,,,,,,,NA,,
rec5730,mrpl27,a-haploid KanMX disruption of MRPL27 (S000000486) in BY background,NA,BY4741,a,NA,S000000486-KanMX,S000000486,,,,,,,,,,,,NA,,
rec5731,ssh1,a-haploid KanMX disruption of SSH1 (S000000487) in BY background,NA,BY4741,a,NA,S000000487-KanMX,S000000487,,,,,,,,,,,,NA,,
rec5732,ybr284w,a-haploid KanMX disruption of YBR284W (S000000488) in BY background,NA,BY4741,a,NA,S000000488-KanMX,S000000488,,,,,,,,,,,,NA,,
rec5733,ybr285w,a-haploid KanMX disruption of YBR285W (S000000489) in BY background,NA,BY4741,a,NA,S000000489-KanMX,S000000489,,,,,,,,,,,,NA,,
rec5734,ape3,a-haploid KanMX disruption of APE3 (S000000490) in BY background,NA,BY4741,a,NA,S000000490-KanMX,S000000490,,,,,,,,,,,,slow growth,,
rec5738,bsd2,a-haploid KanMX disruption of BSD2 (S000000494) in BY background,NA,BY4741,a,NA,S000000494-KanMX,S000000494,,,,,,,,,,,,NA,,
rec5739,ctp1,a-haploid KanMX disruption of CTP1 (S000000495) in BY background,NA,BY4741,a,NA,S000000495-KanMX,S000000495,,,,,,,,,,,,NA,,
rec5740,ybr292c,a-haploid KanMX disruption of YBR292C (S000000496) in BY background,NA,BY4741,a,NA,S000000496-KanMX,S000000496,,,,,,,,,,,,NA,,
rec5741,vba2,a-haploid KanMX disruption of VBA2 (S000000497) in BY background,NA,BY4741,a,NA,S000000497-KanMX,S000000497,,,,,,,,,,,,NA,,
rec5743,pca1,a-haploid KanMX disruption of PCA1 (S000000499) in BY background,NA,BY4741,a,NA,S000000499-KanMX,S000000499,,,,,,,,,,,,NA,,
